year	month	area	prefecture	発生件数（速報値）	死者数（確定値）	負傷者数（速報値）
2020	3	東北	宮城	410	2	488
2020	3	東北	秋田	94	3	108
2020	3	東北	山形	276	3	326
2020	3	東北	福島	333	6	406
2020	3	東京	東京	2270	8	2585
2020	3	関東	茨城	565	7	691
2020	3	関東	栃木	342	1	403
2020	3	関東	群馬	815	3	1049
2020	3	関東	埼玉	1659	13	2008
2020	3	関東	千葉	1125	9	1341
2020	3	関東	神奈川	1797	17	2097
2020	3	関東	新潟	295	4	349
2020	3	関東	山梨	193	3	239
2020	3	関東	長野	435	3	519
2020	3	関東	静岡	1810	14	2300
2020	3	中部	富山	177	4	206
2020	3	中部	石川	221	5	262
2020	3	中部	福井	82	2	95
2020	3	中部	岐阜	320	6	406
2020	3	中部	愛知	2201	11	2597
2020	3	中部	三重	285	9	340
2020	3	近畿	滋賀	272	0	345
2020	3	近畿	京都	390	6	459
2020	3	近畿	大阪	2413	10	2898
2020	3	近畿	兵庫	1468	6	1743
2020	3	近畿	奈良	265	1	333
2020	3	近畿	和歌山	149	0	183
2020	3	中国	鳥取	49	0	60
2020	3	中国	島根	60	1	74
2020	3	中国	岡山	344	6	374
2020	3	中国	広島	481	5	604
2020	3	中国	山口	260	2	320
2020	3	四国	徳島	166	0	194
2020	3	四国	香川	317	6	398
2020	3	四国	愛媛	211	5	232
2020	3	四国	高知	112	2	124
2020	3	九州	福岡	1836	11	2359
2020	3	九州	佐賀	336	2	438
2020	3	九州	長崎	270	7	329
2020	3	九州	熊本	294	3	385
2020	3	九州	大分	215	6	263
2020	3	九州	宮崎	473	2	534
2020	3	九州	鹿児島	365	4	418
2020	3	九州	沖縄	293	4	329
2020	2	北海道	札幌	536	5	600
2020	2	北海道	函館	48	0	55
2020	2	北海道	旭川	75	0	90
2020	2	北海道	釧路	69	2	74
2020	2	北海道	北見	29	3	33
2020	2	東北	青森	241	1	311
2020	2	東北	岩手	147	5	179
2020	2	東北	宮城	428	5	534
2020	2	東北	秋田	121	5	145
2020	2	東北	山形	304	1	356
2020	2	東北	福島	294	4	339
2020	2	東京	東京	2222	15	2461
2020	2	関東	茨城	554	6	676
2020	2	関東	栃木	306	8	348
2020	2	関東	群馬	841	1	1052
2020	2	関東	埼玉	1652	13	1954
2020	2	関東	千葉	1126	11	1335
2020	2	関東	神奈川	1842	14	2150
2020	2	関東	新潟	238	3	277
2020	2	関東	山梨	185	1	225
2020	2	関東	長野	415	1	491
2020	2	関東	静岡	1784	12	2255
2020	2	中部	富山	180	3	200
2020	2	中部	石川	183	2	212
2020	2	中部	福井	94	1	102
2020	2	中部	岐阜	274	2	331
2020	2	中部	愛知	2348	10	2833
2020	2	中部	三重	266	7	352
2020	2	近畿	滋賀	233	6	293
2020	2	近畿	京都	386	6	424
2020	2	近畿	大阪	2189	17	2526
2020	2	近畿	兵庫	1519	11	1829
2020	2	近畿	奈良	219	1	258
2020	2	近畿	和歌山	141	2	152
2020	2	中国	鳥取	78	1	99
2020	2	中国	島根	51	0	58
2020	2	中国	岡山	331	5	374
2020	2	中国	広島	402	10	442
2020	2	中国	山口	215	3	258
2020	2	四国	徳島	167	0	209
2020	2	四国	香川	326	2	420
2020	2	四国	愛媛	224	4	258
2020	2	四国	高知	118	1	131
2020	2	九州	福岡	1872	8	2389
2020	2	九州	佐賀	334	5	439
2020	2	九州	長崎	297	3	368
2020	2	九州	熊本	294	4	367
2020	2	九州	大分	222	4	281
2020	2	九州	宮崎	459	5	515
2020	2	九州	鹿児島	322	6	358
2020	2	九州	沖縄	242	2	270
2020	1	北海道	札幌	514	1	589
2020	1	北海道	函館	43	0	55
2020	1	北海道	旭川	80	2	107
2020	1	北海道	釧路	54	2	63
2020	1	北海道	北見	14	2	15
2020	1	東北	青森	218	0	264
2020	1	東北	岩手	148	2	172
2020	1	東北	宮城	411	6	502
2020	1	東北	秋田	123	5	154
2020	1	東北	山形	301	4	351
2020	1	東北	福島	296	3	371
2020	1	東京	東京	2172	11	2443
2020	1	関東	茨城	590	12	759
2020	1	関東	栃木	344	8	416
2020	1	関東	群馬	914	1	1104
2020	1	関東	埼玉	1403	7	1707
2020	1	関東	千葉	1283	10	1495
2020	1	関東	神奈川	1697	19	1948
2020	1	関東	新潟	300	6	363
2020	1	関東	山梨	184	2	234
2020	1	関東	長野	430	6	518
2020	1	関東	静岡	1899	9	2440
2020	1	中部	富山	140	3	157
2020	1	中部	石川	195	7	231
2020	1	中部	福井	82	3	84
2020	1	中部	岐阜	265	6	325
2020	1	中部	愛知	2230	17	2700
2020	1	中部	三重	306	10	384
2020	1	近畿	滋賀	271	3	335
2020	1	近畿	京都	390	7	431
2020	1	近畿	大阪	2155	11	2532
2020	1	近畿	兵庫	1618	9	1864
2020	1	近畿	奈良	274	4	342
2020	1	近畿	和歌山	158	1	188
2020	1	中国	鳥取	53	1	66
2020	1	中国	島根	73	2	78
2020	1	中国	岡山	376	1	409
2020	1	中国	広島	433	7	541
2020	1	中国	山口	233	3	278
2020	1	四国	徳島	159	3	185
2020	1	四国	香川	336	7	400
2020	1	四国	愛媛	213	1	250
2020	1	四国	高知	114	4	124
2020	1	九州	福岡	1979	7	2510
2020	1	九州	佐賀	354	4	458
2020	1	九州	長崎	255	2	330
2020	1	九州	熊本	312	6	391
2020	1	九州	大分	139	6	180
2020	1	九州	宮崎	464	2	522
2020	1	九州	鹿児島	349	6	409
2020	1	九州	沖縄	179	1	209
2019	12	北海道	札幌	745	6	835
2019	12	北海道	函館	63	1	69
2019	12	北海道	旭川	93	2	109
2019	12	北海道	釧路	78	1	91
2019	12	北海道	北見	15	2	18
2019	12	東北	青森	269	3	326
2019	12	東北	岩手	179	0	216
2019	12	東北	宮城	535	9	638
2019	12	東北	秋田	135	3	166
2019	12	東北	山形	373	2	440
2019	12	東北	福島	381	6	442
2019	12	東京	東京	2648	15	3088
2019	12	関東	茨城	695	12	862
2019	12	関東	栃木	383	7	463
2019	12	関東	群馬	1045	8	1287
2019	12	関東	埼玉	2265	14	2714
2019	12	関東	千葉	1564	24	1869
2019	12	関東	神奈川	2058	8	2416
2019	12	関東	新潟	335	14	386
2019	12	関東	山梨	307	2	373
2019	12	関東	長野	615	8	717
2019	12	関東	静岡	2317	14	2947
2019	12	中部	富山	242	4	272
2019	12	中部	石川	265	6	300
2019	12	中部	福井	117	4	137
2019	12	中部	岐阜	447	9	566
2019	12	中部	愛知	2769	14	3286
2019	12	中部	三重	301	6	392
2019	12	近畿	滋賀	306	3	364
2019	12	近畿	京都	536	7	606
2019	12	近畿	大阪	2848	20	3365
2019	12	近畿	兵庫	2099	24	2507
2019	12	近畿	奈良	269	3	329
2019	12	近畿	和歌山	163	6	187
2019	12	中国	鳥取	71	1	91
2019	12	中国	島根	93	3	105
2019	12	中国	岡山	403	5	461
2019	12	中国	広島	656	11	791
2019	12	中国	山口	281	6	335
2019	12	四国	徳島	266	6	325
2019	12	四国	香川	355	3	416
2019	12	四国	愛媛	239	4	262
2019	12	四国	高知	162	1	170
2019	12	九州	福岡	2379	11	3403
2019	12	九州	佐賀	432	3	571
2019	12	九州	長崎	364	3	456
2019	12	九州	熊本	411	9	472
2019	12	九州	大分	336	2	399
2019	12	九州	宮崎	701	5	779
2019	12	九州	鹿児島	471	9	551
2019	12	九州	沖縄	506	7	687
2019	11	北海道	札幌	633	9	707
2019	11	北海道	函館	52	1	66
2019	11	北海道	旭川	84	4	90
2019	11	北海道	釧路	79	1	95
2019	11	北海道	北見	16	0	21
2019	11	東北	青森	272	5	327
2019	11	東北	岩手	166	2	202
2019	11	東北	宮城	481	5	582
2019	11	東北	秋田	114	5	125
2019	11	東北	山形	359	5	415
2019	11	東北	福島	350	7	402
2019	11	東京	東京	2635	18	2983
2019	11	関東	茨城	651	10	798
2019	11	関東	栃木	409	5	511
2019	11	関東	群馬	1049	10	1318
2019	11	関東	埼玉	1888	13	2185
2019	11	関東	千葉	1367	16	1624
2019	11	関東	神奈川	2137	12	2499
2019	11	関東	新潟	314	13	361
2019	11	関東	山梨	285	2	368
2019	11	関東	長野	559	11	644
2019	11	関東	静岡	2140	10	2718
2019	11	中部	富山	215	2	248
2019	11	中部	石川	204	2	238
2019	11	中部	福井	91	3	99
2019	11	中部	岐阜	373	5	492
2019	11	中部	愛知	2698	18	3170
2019	11	中部	三重	320	7	408
2019	11	近畿	滋賀	348	4	451
2019	11	近畿	京都	425	3	476
2019	11	近畿	大阪	2670	12	3101
2019	11	近畿	兵庫	2006	15	2365
2019	11	近畿	奈良	289	6	366
2019	11	近畿	和歌山	183	3	203
2019	11	中国	鳥取	88	6	105
2019	11	中国	島根	101	3	115
2019	11	中国	岡山	421	6	457
2019	11	中国	広島	484	8	565
2019	11	中国	山口	262	3	308
2019	11	四国	徳島	228	1	278
2019	11	四国	香川	393	3	490
2019	11	四国	愛媛	222	5	241
2019	11	四国	高知	134	3	147
2019	11	九州	福岡	2292	9	2916
2019	11	九州	佐賀	436	7	572
2019	11	九州	長崎	329	4	424
2019	11	九州	熊本	340	10	412
2019	11	九州	大分	282	2	340
2019	11	九州	宮崎	567	4	644
2019	11	九州	鹿児島	397	6	453
2019	11	九州	沖縄	310	4	366
2019	10	北海道	札幌	679	12	759
2019	10	北海道	函館	63	0	75
2019	10	北海道	旭川	83	1	105
2019	10	北海道	釧路	65	7	73
2019	10	北海道	北見	21	1	22
2019	10	東北	青森	283	1	337
2019	10	東北	岩手	169	6	203
2019	10	東北	宮城	528	5	652
2019	10	東北	秋田	149	7	178
2019	10	東北	山形	386	4	455
2019	10	東北	福島	369	3	455
2019	10	東京	東京	2577	14	2916
2019	10	関東	茨城	649	9	822
2019	10	関東	栃木	399	9	504
2019	10	関東	群馬	1045	6	1262
2019	10	関東	埼玉	1789	12	2110
2019	10	関東	千葉	1380	15	1612
2019	10	関東	神奈川	2016	16	2318
2019	10	関東	新潟	330	8	394
2019	10	関東	山梨	232	3	275
2019	10	関東	長野	573	3	698
2019	10	関東	静岡	2180	9	2813
2019	10	中部	富山	216	6	243
2019	10	中部	石川	200	6	233
2019	10	中部	福井	100	1	115
2019	10	中部	岐阜	341	5	407
2019	10	中部	愛知	2544	18	3041
2019	10	中部	三重	320	6	404
2019	10	近畿	滋賀	266	3	318
2019	10	近畿	京都	467	6	554
2019	10	近畿	大阪	2735	10	3206
2019	10	近畿	兵庫	2015	8	2396
2019	10	近畿	奈良	300	1	370
2019	10	近畿	和歌山	159	3	185
2019	10	中国	鳥取	73	2	83
2019	10	中国	島根	72	2	82
2019	10	中国	岡山	406	15	450
2019	10	中国	広島	533	7	690
2019	10	中国	山口	262	4	302
2019	10	四国	徳島	203	3	243
2019	10	四国	香川	393	6	454
2019	10	四国	愛媛	249	4	282
2019	10	四国	高知	146	6	161
2019	10	九州	福岡	2395	7	3032
2019	10	九州	佐賀	435	3	577
2019	10	九州	長崎	343	6	411
2019	10	九州	熊本	339	7	420
2019	10	九州	大分	227	2	277
2019	10	九州	宮崎	546	5	611
2019	10	九州	鹿児島	450	4	523
2019	10	九州	沖縄	362	6	407
2019	9	北海道	札幌	561	8	636
2019	9	北海道	函館	51	2	63
2019	9	北海道	旭川	84	3	94
2019	9	北海道	釧路	63	4	71
2019	9	北海道	北見	21	2	20
2019	9	東北	青森	211	2	256
2019	9	東北	岩手	164	5	217
2019	9	東北	宮城	386	8	481
2019	9	東北	秋田	121	1	152
2019	9	東北	山形	296	2	359
2019	9	東北	福島	270	6	322
2019	9	東京	東京	2239	13	2526
2019	9	関東	茨城	543	7	718
2019	9	関東	栃木	372	5	457
2019	9	関東	群馬	981	6	1197
2019	9	関東	埼玉	1666	11	2082
2019	9	関東	千葉	1331	19	1594
2019	9	関東	神奈川	1879	5	2237
2019	9	関東	新潟	289	8	338
2019	9	関東	山梨	197	0	245
2019	9	関東	長野	480	5	568
2019	9	関東	静岡	1948	6	2513
2019	9	中部	富山	182	3	213
2019	9	中部	石川	179	1	199
2019	9	中部	福井	78	4	81
2019	9	中部	岐阜	339	7	431
2019	9	中部	愛知	2370	15	2871
2019	9	中部	三重	245	9	336
2019	9	近畿	滋賀	257	4	322
2019	9	近畿	京都	408	5	493
2019	9	近畿	大阪	2557	9	3066
2019	9	近畿	兵庫	1858	15	2227
2019	9	近畿	奈良	264	6	316
2019	9	近畿	和歌山	164	2	197
2019	9	中国	鳥取	58	1	65
2019	9	中国	島根	80	2	90
2019	9	中国	岡山	322	4	379
2019	9	中国	広島	461	9	539
2019	9	中国	山口	253	4	317
2019	9	四国	徳島	169	3	214
2019	9	四国	香川	373	11	459
2019	9	四国	愛媛	202	4	236
2019	9	四国	高知	100	3	106
2019	9	九州	福岡	2333	15	2982
2019	9	九州	佐賀	414	5	562
2019	9	九州	長崎	326	0	426
2019	9	九州	熊本	304	7	376
2019	9	九州	大分	260	6	335
2019	9	九州	宮崎	549	3	619
2019	9	九州	鹿児島	399	5	475
2019	9	九州	沖縄	345	3	425
2019	8	北海道	札幌	597	9	694
2019	8	北海道	函館	51	0	72
2019	8	北海道	旭川	75	2	89
2019	8	北海道	釧路	75	5	86
2019	8	北海道	北見	27	0	32
2019	8	東北	青森	251	3	323
2019	8	東北	岩手	191	4	234
2019	8	東北	宮城	425	2	549
2019	8	東北	秋田	123	4	160
2019	8	東北	山形	363	2	466
2019	8	東北	福島	319	5	410
2019	8	東京	東京	2306	12	2647
2019	8	関東	茨城	568	12	722
2019	8	関東	栃木	358	8	473
2019	8	関東	群馬	905	6	1202
2019	8	関東	埼玉	1670	11	2076
2019	8	関東	千葉	1312	15	1641
2019	8	関東	神奈川	1911	13	2412
2019	8	関東	新潟	283	4	364
2019	8	関東	山梨	253	3	330
2019	8	関東	長野	561	9	692
2019	8	関東	静岡	2099	8	2868
2019	8	中部	富山	203	0	249
2019	8	中部	石川	175	0	222
2019	8	中部	福井	107	2	119
2019	8	中部	岐阜	303	12	395
2019	8	中部	愛知	2486	15	3049
2019	8	中部	三重	290	7	340
2019	8	近畿	滋賀	314	6	403
2019	8	近畿	京都	386	5	463
2019	8	近畿	大阪	2503	9	3036
2019	8	近畿	兵庫	1819	20	2243
2019	8	近畿	奈良	274	0	363
2019	8	近畿	和歌山	150	4	188
2019	8	中国	鳥取	87	6	108
2019	8	中国	島根	77	3	85
2019	8	中国	岡山	394	5	473
2019	8	中国	広島	493	6	627
2019	8	中国	山口	275	8	335
2019	8	四国	徳島	216	2	257
2019	8	四国	香川	370	3	469
2019	8	四国	愛媛	211	1	241
2019	8	四国	高知	121	4	135
2019	8	九州	福岡	2187	4	2993
2019	8	九州	佐賀	425	2	557
2019	8	九州	長崎	351	4	459
2019	8	九州	熊本	375	1	482
2019	8	九州	大分	219	2	281
2019	8	九州	宮崎	586	2	664
2019	8	九州	鹿児島	411	4	479
2019	8	九州	沖縄	365	4	432
2019	7	北海道	札幌	579	12	664
2019	7	北海道	函館	48	1	61
2019	7	北海道	旭川	63	3	73
2019	7	北海道	釧路	58	0	66
2019	7	北海道	北見	14	0	17
2019	7	東北	青森	193	2	230
2019	7	東北	岩手	167	6	198
2019	7	東北	宮城	443	9	510
2019	7	東北	秋田	123	4	146
2019	7	東北	山形	338	2	420
2019	7	東北	福島	277	3	336
2019	7	東京	東京	2465	7	2844
2019	7	関東	茨城	586	2	729
2019	7	関東	栃木	346	2	410
2019	7	関東	群馬	935	4	1179
2019	7	関東	埼玉	1510	7	1798
2019	7	関東	千葉	1307	16	1608
2019	7	関東	神奈川	1905	11	2233
2019	7	関東	新潟	277	10	326
2019	7	関東	山梨	222	3	286
2019	7	関東	長野	487	3	607
2019	7	関東	静岡	2043	5	2629
2019	7	中部	富山	182	1	206
2019	7	中部	石川	189	3	227
2019	7	中部	福井	100	0	112
2019	7	中部	岐阜	344	6	427
2019	7	中部	愛知	2548	16	3048
2019	7	中部	三重	309	6	396
2019	7	近畿	滋賀	294	1	354
2019	7	近畿	京都	363	3	427
2019	7	近畿	大阪	2522	13	2993
2019	7	近畿	兵庫	1957	9	2362
2019	7	近畿	奈良	249	1	313
2019	7	近畿	和歌山	163	3	191
2019	7	中国	鳥取	57	2	62
2019	7	中国	島根	75	0	82
2019	7	中国	岡山	409	4	454
2019	7	中国	広島	473	4	561
2019	7	中国	山口	269	2	336
2019	7	四国	徳島	220	4	255
2019	7	四国	香川	404	2	481
2019	7	四国	愛媛	253	6	284
2019	7	四国	高知	136	4	150
2019	7	九州	福岡	2314	5	3021
2019	7	九州	佐賀	442	2	603
2019	7	九州	長崎	288	1	364
2019	7	九州	熊本	351	5	437
2019	7	九州	大分	256	4	317
2019	7	九州	宮崎	600	2	684
2019	7	九州	鹿児島	351	5	401
2019	7	九州	沖縄	355	3	402
2019	6	北海道	札幌	485	6	533
2019	6	北海道	函館	60	1	67
2019	6	北海道	旭川	63	0	75
2019	6	北海道	釧路	60	1	69
2019	6	北海道	北見	25	3	27
2019	6	東北	青森	170	6	199
2019	6	東北	岩手	130	3	151
2019	6	東北	宮城	414	2	490
2019	6	東北	秋田	130	4	156
2019	6	東北	山形	338	0	402
2019	6	東北	福島	294	2	359
2019	6	東京	東京	2466	8	2803
2019	6	関東	茨城	568	10	705
2019	6	関東	栃木	326	8	389
2019	6	関東	群馬	888	5	1079
2019	6	関東	埼玉	1716	8	2054
2019	6	関東	千葉	1288	7	1580
2019	6	関東	神奈川	1857	9	2177
2019	6	関東	新潟	231	8	264
2019	6	関東	山梨	242	2	312
2019	6	関東	長野	436	2	515
2019	6	関東	静岡	1934	9	2468
2019	6	中部	富山	192	2	221
2019	6	中部	石川	186	0	222
2019	6	中部	福井	83	2	102
2019	6	中部	岐阜	295	3	390
2019	6	中部	愛知	2505	9	2997
2019	6	中部	三重	261	8	330
2019	6	近畿	滋賀	280	7	335
2019	6	近畿	京都	376	3	435
2019	6	近畿	大阪	2351	6	2741
2019	6	近畿	兵庫	1769	2	2106
2019	6	近畿	奈良	263	2	333
2019	6	近畿	和歌山	147	2	183
2019	6	中国	鳥取	54	4	60
2019	6	中国	島根	72	2	78
2019	6	中国	岡山	323	7	354
2019	6	中国	広島	544	1	652
2019	6	中国	山口	250	2	311
2019	6	四国	徳島	208	1	252
2019	6	四国	香川	350	6	411
2019	6	四国	愛媛	233	3	269
2019	6	四国	高知	110	2	120
2019	6	九州	福岡	2057	8	2631
2019	6	九州	佐賀	352	2	476
2019	6	九州	長崎	293	1	403
2019	6	九州	熊本	299	2	373
2019	6	九州	大分	254	4	328
2019	6	九州	宮崎	484	2	541
2019	6	九州	鹿児島	331	7	404
2019	6	九州	沖縄	348	2	422
2019	5	北海道	札幌	585	6	679
2019	5	北海道	函館	50	1	60
2019	5	北海道	旭川	60	1	70
2019	5	北海道	釧路	38	2	42
2019	5	北海道	北見	14	2	13
2019	5	東北	青森	211	3	254
2019	5	東北	岩手	170	6	208
2019	5	東北	宮城	476	2	594
2019	5	東北	秋田	115	2	158
2019	5	東北	山形	317	2	384
2019	5	東北	福島	328	3	394
2019	5	東京	東京	2408	5	2729
2019	5	関東	茨城	635	7	826
2019	5	関東	栃木	398	9	502
2019	5	関東	群馬	907	3	1143
2019	5	関東	埼玉	1620	6	1973
2019	5	関東	千葉	1320	6	1578
2019	5	関東	神奈川	1806	17	2129
2019	5	関東	新潟	313	6	362
2019	5	関東	山梨	278	1	371
2019	5	関東	長野	469	5	574
2019	5	関東	静岡	1997	3	2564
2019	5	中部	富山	188	5	213
2019	5	中部	石川	200	6	229
2019	5	中部	福井	100	0	115
2019	5	中部	岐阜	319	10	390
2019	5	中部	愛知	2405	8	2912
2019	5	中部	三重	349	7	454
2019	5	近畿	滋賀	324	9	440
2019	5	近畿	京都	397	3	459
2019	5	近畿	大阪	2574	9	3126
2019	5	近畿	兵庫	1780	5	2219
2019	5	近畿	奈良	268	3	344
2019	5	近畿	和歌山	139	2	170
2019	5	中国	鳥取	67	0	87
2019	5	中国	島根	82	1	95
2019	5	中国	岡山	395	2	447
2019	5	中国	広島	495	2	629
2019	5	中国	山口	257	1	321
2019	5	四国	徳島	202	4	251
2019	5	四国	香川	393	0	506
2019	5	四国	愛媛	237	5	267
2019	5	四国	高知	129	1	144
2019	5	九州	福岡	2119	7	2756
2019	5	九州	佐賀	423	0	571
2019	5	九州	長崎	323	4	455
2019	5	九州	熊本	346	3	442
2019	5	九州	大分	240	4	301
2019	5	九州	宮崎	546	4	620
2019	5	九州	鹿児島	411	5	466
2019	5	九州	沖縄	316	2	366
2019	4	北海道	札幌	533	4	602
2019	4	北海道	函館	41	1	48
2019	4	北海道	旭川	55	2	62
2019	4	北海道	釧路	64	4	67
2019	4	北海道	北見	19	0	23
2019	4	東北	青森	230	2	267
2019	4	東北	岩手	169	3	198
2019	4	東北	宮城	481	10	571
2019	4	東北	秋田	115	5	127
2019	4	東北	山形	338	0	383
2019	4	東北	福島	363	6	431
2019	4	東京	東京	2883	12	3271
2019	4	関東	茨城	653	9	819
2019	4	関東	栃木	405	7	496
2019	4	関東	群馬	1051	6	1305
2019	4	関東	埼玉	1855	14	2251
2019	4	関東	千葉	1338	9	1648
2019	4	関東	神奈川	1901	11	2240
2019	4	関東	新潟	303	3	350
2019	4	関東	山梨	246	1	320
2019	4	関東	長野	521	6	637
2019	4	関東	静岡	2166	14	2834
2019	4	中部	富山	209	5	233
2019	4	中部	石川	193	2	239
2019	4	中部	福井	108	5	129
2019	4	中部	岐阜	314	5	421
2019	4	中部	愛知	2721	14	3282
2019	4	中部	三重	296	4	372
2019	4	近畿	滋賀	341	3	440
2019	4	近畿	京都	466	5	571
2019	4	近畿	大阪	2629	7	3161
2019	4	近畿	兵庫	1944	13	2283
2019	4	近畿	奈良	311	3	415
2019	4	近畿	和歌山	153	1	185
2019	4	中国	鳥取	76	2	97
2019	4	中国	島根	76	4	92
2019	4	中国	岡山	421	8	467
2019	4	中国	広島	555	5	646
2019	4	中国	山口	288	3	351
2019	4	四国	徳島	219	5	261
2019	4	四国	香川	384	3	465
2019	4	四国	愛媛	277	1	309
2019	4	四国	高知	132	2	141
2019	4	九州	福岡	2170	10	2812
2019	4	九州	佐賀	397	3	523
2019	4	九州	長崎	334	0	428
2019	4	九州	熊本	331	9	407
2019	4	九州	大分	282	8	335
2019	4	九州	宮崎	539	2	604
2019	4	九州	鹿児島	415	4	478
2019	4	九州	沖縄	321	1	374
2019	3	北海道	札幌	474	5	564
2019	3	北海道	函館	53	0	69
2019	3	北海道	旭川	80	5	97
2019	3	北海道	釧路	46	0	49
2019	3	北海道	北見	16	0	17
2019	3	東北	青森	210	5	244
2019	3	東北	岩手	164	6	183
2019	3	東北	宮城	503	4	633
2019	3	東北	秋田	106	3	130
2019	3	東北	山形	333	4	393
2019	3	東北	福島	323	6	370
2019	3	東京	東京	2897	9	3304
2019	3	関東	茨城	626	10	793
2019	3	関東	栃木	394	9	479
2019	3	関東	群馬	1080	1	1407
2019	3	関東	埼玉	2012	11	2427
2019	3	関東	千葉	1550	17	1875
2019	3	関東	神奈川	2154	12	2489
2019	3	関東	新潟	236	7	264
2019	3	関東	山梨	276	5	333
2019	3	関東	長野	508	3	607
2019	3	関東	静岡	2220	2	2945
2019	3	中部	富山	177	2	197
2019	3	中部	石川	229	0	269
2019	3	中部	福井	87	2	97
2019	3	中部	岐阜	371	11	480
2019	3	中部	愛知	2828	10	3426
2019	3	中部	三重	318	4	409
2019	3	近畿	滋賀	341	3	424
2019	3	近畿	京都	467	3	543
2019	3	近畿	大阪	2775	15	3307
2019	3	近畿	兵庫	1968	11	2395
2019	3	近畿	奈良	288	3	347
2019	3	近畿	和歌山	142	2	171
2019	3	中国	鳥取	66	4	72
2019	3	中国	島根	77	1	97
2019	3	中国	岡山	380	4	437
2019	3	中国	広島	522	9	635
